name,price,sweet,bitter,fruity,acidity,aging,soft
Duval-Leroy NV Brut  (Champagne),30,3.0,3.0,3.0,5.0,3.0,5.0
Bodegas Abanico 2008 Eternum Viti  (Toro),22,3.0,5.0,5.0,3.0,3.0,3.0
Almaviva 2007 Red (Puente Alto),103,5.0,3.0,5.0,3.0,4.0,5.0
Gallo Family Vineyards 2007 Chardonnay (Sonoma County),15,3.0,3.0,5.0,3.0,3.0,3.0
Casa Santos Lima 2011 Quinta do Espirito Santo Red (Lisboa),,3.0,3.0,4.0,5.0,5.0,3.0
Lagarde 2013 Henry Legarde Malbec (Luj찼n de Cuyo),17,3.0,4.0,5.0,5.0,5.0,3.0
Antonio Caggiano 2013 Vigna Machia dei Goti  (Taurasi),46,3.0,5.0,5.0,5.0,4.0,3.0
Watts 2008 Yellow Swallowtail Chardonnay (California),12,5.0,3.0,4.0,5.0,4.0,3.0
Nelms Road 2014 Cabernet Sauvignon (Washington),25,5.0,5.0,5.0,3.0,4.0,3.0
Naia 2013 Las Brisas White (Rueda),13,4.0,3.0,5.0,3.0,2.0,5.0
Dalrymple 2014 Pipers River Cave Block Estate Chardonnay (Tasmania),40,4.0,3.0,5.0,4.0,3.0,3.0
North 42 Degrees 2016 Sauvignon Blanc (Lake Erie North Shore),18,5.0,1.0,5.0,5.0,2.0,1.0
Scala Dei 2006 Cartoixa Red (Priorat),52,3.0,3.0,5.0,3.0,4.0,3.0
Open Range 2012 Sauvignon Blanc (California),15,4.0,3.0,5.0,5.0,3.0,3.0
Fiegl 2014 Ribolla Gialla (Collio),17,3.0,3.0,5.0,5.0,4.0,2.0
Cave de Rauzan 2014 Duprais Ros챕 (Bordeaux Ros챕),10,3.0,3.0,5.0,5.0,3.0,5.0
Andeluna 2004 Limited Reserve Malbec (Mendoza),50,5.0,3.0,5.0,3.0,5.0,3.0
Vermeil 2013 Jean Louis Vermeil Frediani Vineyard Cabernet Sauvignon (Calistoga),90,4.0,5.0,5.0,3.0,2.0,5.0
Piazzo Armando 2010 Nervo Vigna Giaia Riserva  (Barbaresco),50,3.0,5.0,5.0,5.0,4.0,3.0
Northstar 2013 Cabernet Sauvignon (Columbia Valley (WA)),40,5.0,5.0,5.0,3.0,4.0,3.0
Cantine Rallo 2009 Nero d'Avola (Alcamo),16,3.0,3.0,5.0,3.0,5.0,3.0
Julia Kemper Wines 2010 Reserva Red (D찾o),32,3.0,5.0,5.0,3.0,3.0,3.0
Judd's Hill 2008 Founder's Art Reserve Cabernet Sauvignon (Napa Valley),65,3.0,3.0,5.0,3.0,3.0,3.0
Rock Wall 2011 Holbrook Mitchell Vineyard Cabernet Franc (Napa Valley),40,3.0,3.0,5.0,3.0,2.0,1.0
Spy Valley 2001 Gew체rztraminer (Marlborough),12,4.0,3.0,5.0,4.0,1.0,3.0
Domaine de Cause 2015 Bouquet de Cavagnac Ros챕 (C척tes du Lot),10,3.0,3.0,5.0,3.0,3.0,1.0
Cascina Ballarin 2007 Bussia  (Barolo),70,5.0,3.0,5.0,3.0,4.0,5.0
Acrobat 2011 Pinot Gris (Oregon),12,3.0,3.0,3.0,5.0,5.0,3.0
Bocopa 2014 Alone Ros챕 (Alicante),8,5.0,3.0,5.0,3.0,3.0,3.0
Winzer Krems 2012 Kremser Sandgrube Gr체ner Veltliner (Nieder철sterreich),11,3.0,3.0,3.0,4.0,4.0,3.0
Fielding Hills 2014 Estate Riverbend Vineyard Syrah (Wahluke Slope),42,3.0,3.0,5.0,4.0,4.0,3.0
I Capitani 2007 Bosco Faiano  (Taurasi),36,5.0,3.0,5.0,3.0,2.0,3.0
Rancho Sisquoc 2009 Flood Family Vineyards Syrah (Santa Barbara County),25,5.0,5.0,5.0,3.0,4.0,3.0
Giuseppe Cortese 2016  Dolcetto d'Alba,20,3.0,5.0,5.0,3.0,3.0,3.0
Stemmler 2010 Nugent Vineyard Pinot Noir (Russian River Valley),44,3.0,4.0,5.0,3.0,4.0,1.0
Bougetz 2012 Prominence Reserve Cabernet Sauvignon (Napa Valley),89,3.0,4.0,3.0,3.0,5.0,2.0
Quinta do Crasto 2015 Vintage  (Port),66,5.0,5.0,5.0,5.0,5.0,3.0
Midnight 2007 Mare Nectaris Reserve Red (Paso Robles),44,4.0,3.0,5.0,3.0,3.0,5.0
Merriam 2009 Glockner-Turner Ranch Cabernet Sauvignon (Rockpile),50,5.0,4.0,5.0,3.0,2.0,1.0
Marco Cecchini 2009 Tov챔 White (Colli Orientali del Friuli),13,4.0,3.0,4.0,4.0,2.0,3.0
Nora 2011 Albari챰o (R챠as Baixas),13,5.0,3.0,5.0,3.0,4.0,3.0
Two Hands 2007 Max's Garden Shiraz (Heathcote),60,3.0,3.0,5.0,3.0,2.0,3.0
Pazo de Se챰orans 2013 Albari챰o (R챠as Baixas),25,4.0,3.0,5.0,5.0,4.0,3.0
Cubanisimo Vineyards 2010 Rumba Pinot Noir (Willamette Valley),19,3.0,3.0,5.0,5.0,2.0,3.0
Rule of Three 2013 Malbec (Uco Valley),60,5.0,3.0,5.0,3.0,5.0,3.0
Terre del Principe 2009 Ambruco Pallagrello (Terre del Volturno),53,3.0,5.0,5.0,5.0,4.0,2.0
Dry Creek Vineyard 2013 The Mariner Meritage (Dry Creek Valley),45,3.0,5.0,5.0,3.0,4.0,3.0
Cave de Ribeauvill챕 2010 Les Comtes de Ribeauvill챕 Riesling (Alsace),,3.0,3.0,3.0,5.0,3.0,3.0
Elkhorn Peak NV Dessert Wine White (California),20,5.0,3.0,5.0,5.0,4.0,3.0
Santa Alicia 2008 Reserva Merlot (Maipo Valley),9,3.0,3.0,5.0,3.0,4.0,1.0
Chateau de l'Oiselini챔re 2013 L'Oiseau d'Or Sur Lie  (Muscadet S챔vre et Maine),12,3.0,3.0,5.0,5.0,2.0,1.0
Ch창teau Gardut Haut Cluzeau 2015 Cuv챕e Prestige  (Blaye C척tes de Bordeaux),23,3.0,5.0,5.0,3.0,3.0,3.0
Vinyes Dom챕nech 2006 Furvus Red (Montsant),34,5.0,3.0,5.0,4.0,3.0,1.0
Benton-Lane 1998 Pinot Noir (Willamette Valley),17,3.0,3.0,5.0,3.0,5.0,5.0
Domaine des Gandines 2014 Terroir de Cless챕  (Vir챕-Cless챕),25,3.0,3.0,5.0,5.0,3.0,3.0
Simple Math Cellars 2007 Cabernet Sauvignon (Sonoma County),35,3.0,5.0,5.0,5.0,5.0,5.0
Asensio 2006 Miguel Asensio Vino Dulce de Moscatel Moscatel (Spain),22,5.0,3.0,5.0,5.0,2.0,5.0
Riverbench 2012 Cork Jumper Ros챕 Blanc de Noirs Pinot Noir (Santa Maria Valley),45,3.0,3.0,5.0,5.0,3.0,3.0
Bodegas Faustino 2006 Faustino VII  (Rioja),12,5.0,1.0,5.0,3.0,5.0,3.0
Bedell 2013 Viognier (North Fork of Long Island),40,3.0,3.0,3.0,5.0,3.0,3.0
Casa da Torre 2014 Sousa Lopes Unfiltered White (Vinho Verde),12,3.0,3.0,5.0,3.0,3.0,3.0
Merryvale 2008 Cabernet Sauvignon (Napa Valley),65,5.0,3.0,5.0,3.0,4.0,3.0
Chandon NV Ros챕 Sparkling (California),22,3.0,3.0,5.0,3.0,4.0,5.0
Benziger 2000 Estate Sauvignon Blanc (Sonoma Mountain),22,3.0,3.0,3.0,5.0,4.0,3.0
Two Vines 2014 Chardonnay (Columbia Valley (WA)),6,3.0,3.0,5.0,3.0,3.0,3.0
Castello di Amorosa 2012 Sangiovese (Napa Valley),30,3.0,4.0,5.0,4.0,5.0,3.0
Rock Wall 2010 Sven & Ole's Reserve Zinfandel (California),60,5.0,4.0,5.0,3.0,3.0,1.0
Evans & Tate 2011 Split River Cabernet Sauvignon (Western Australia),10,3.0,5.0,3.0,3.0,3.0,5.0
Filus 2014 Malbec (Uco Valley),12,4.0,3.0,5.0,3.0,2.0,3.0
Ch창teau d'Agassac 2013  Haut-M챕doc,25,3.0,5.0,5.0,5.0,3.0,3.0
Failla 2011 Chardonnay (Sonoma Coast),34,5.0,3.0,3.0,5.0,5.0,1.0
Michele Chiarlo 2013 Le Orme  (Barbera d'Asti Superiore),16,5.0,3.0,5.0,5.0,4.0,3.0
Vega Sindoa 2010 El Chaparral de Vega Sindoa Old Vines Garnacha (Navarra),15,5.0,3.0,5.0,3.0,5.0,3.0
Materra Cunat Family Vineyards 2009 Merlot (Oak Knoll District),38,5.0,3.0,5.0,3.0,3.0,3.0
Buttonwood 2013 Classic Cuv챕e Red (Santa Ynez Valley),22,3.0,3.0,5.0,3.0,4.0,3.0
Knight Hill 2010 StoneTree Vineyard Red (Wahluke Slope),23,3.0,5.0,5.0,3.0,3.0,3.0
Gustav Adolf Schmitt 2015 Niersteiner Gutes Domtal Sp채tlese Riesling (Rheinhessen),13,5.0,3.0,5.0,5.0,5.0,3.0
Kings Ridge 2008 Pinot Noir (Oregon),17,4.0,5.0,5.0,3.0,3.0,3.0
Produttori del Barbaresco 2011 Paj챔 Riserva  (Barbaresco),58,3.0,5.0,5.0,3.0,4.0,3.0
Mirafiore 2010 Paiagallo  (Barolo),135,3.0,5.0,5.0,5.0,3.0,3.0
Hersly 2014 Sauvignon Blanc (Russian River Valley),28,4.0,3.0,5.0,3.0,5.0,3.0
Andis 2013 Painted Fields Red (Amador County),20,5.0,3.0,5.0,3.0,4.0,5.0
Big Basin 2013 Rattlesnake Rock Syrah (Santa Cruz Mountains),55,3.0,5.0,5.0,5.0,2.0,3.0
Girard 2012 Chardonnay (Russian River Valley),24,5.0,5.0,5.0,3.0,3.0,3.0
Ch창teau Duhart-Milon 2012  Pauillac,90,3.0,4.0,5.0,5.0,2.0,2.0
Ambassador Vineyard 2014 Plenipotentiary Estate Grown Cabernet Sauvignon (Red Mountain),50,3.0,3.0,5.0,3.0,4.0,3.0
Domiciano de Barrancas 2012 Cosecha Nocturna Syrah (Mendoza),12,3.0,4.0,5.0,3.0,5.0,3.0
Summerer 2007 Langenlois Gr체ner Veltliner (Kamptal),16,3.0,3.0,3.0,5.0,5.0,3.0
Owen Roe 2013 DuBrul Vineyard Chardonnay (Yakima Valley),48,3.0,3.0,5.0,5.0,2.0,3.0
Beaucanon 1998 Jacques de Connick Cabernet Sauvignon (Napa Valley),65,3.0,3.0,5.0,3.0,2.0,3.0
J. Lohr 2005 Arroyo Seco Vineyard Chardonnay (Arroyo Seco),25,4.0,3.0,5.0,4.0,3.0,3.0
Zuccardi 2012 Los Membrillos Cabernet Sauvignon (La Consulta),120,4.0,3.0,5.0,5.0,4.0,1.0
Schloss Saarstein 2014 Pinot Blanc (Mosel),23,3.0,3.0,3.0,5.0,5.0,2.0
Waterbrook 2014 Merlot (Columbia Valley (WA)),14,5.0,5.0,3.0,3.0,4.0,3.0
Jardin 2011 Barrel Fermented Chenin Blanc (Stellenbosch),16,4.0,3.0,5.0,3.0,3.0,5.0
Kontos 2013 Summit View Vineyard Malbec (Walla Walla Valley (WA)),44,3.0,3.0,5.0,3.0,4.0,3.0
Leyda 2016 Single Vineyard Kad첬n Sauvignon Gris (Leyda Valley),,3.0,3.0,3.0,5.0,3.0,3.0
Mazzocco 2006 Reserve Smith Orchard Zinfandel (Dry Creek Valley),50,5.0,3.0,5.0,3.0,4.0,1.0
Bodega Zafado 2015 Chardonnay (Mendoza),14,3.0,3.0,3.0,3.0,5.0,3.0
Luigi Righetti 2006 Capitel de' Roari  (Amarone della Valpolicella Classico),35,5.0,3.0,5.0,3.0,3.0,5.0
Vi챰a Casablanca 2013 Cefiro Reserva Chardonnay (Casablanca Valley),12,3.0,3.0,5.0,5.0,3.0,3.0
Pewsey Vale 2007 The Contours Museum Reserve Riesling (Eden Valley),25,5.0,3.0,5.0,5.0,3.0,1.0
Thomas Fogarty 2011 Rapley Trail Vineyard Estate Grown Pinot Noir (Santa Cruz Mountains),65,4.0,3.0,5.0,3.0,3.0,3.0
MontGras 2014 Reserva Chardonnay (Colchagua Valley),12,4.0,3.0,5.0,3.0,4.0,5.0
Rutherford Ranch 2014 Two Range Red (Napa Valley),25,3.0,3.0,5.0,3.0,3.0,3.0
Domaine Barm챔s-Buecher 2015 Steingrubler Grand Cru Gewurztraminer (Alsace),36,5.0,3.0,5.0,5.0,3.0,5.0
La Fortuna 2006 Riserva  (Brunello di Montalcino),59,3.0,3.0,5.0,4.0,3.0,4.0
Revello Fratelli 2012 Conca  (Barolo),70,3.0,5.0,5.0,5.0,3.0,3.0
Andrew Murray 2011 Tous les Jours Syrah (Santa Ynez Valley),16,5.0,3.0,3.0,3.0,4.0,1.0
Caliboro Estate 2010 Erasmo Red (Maule Valley),30,3.0,3.0,5.0,5.0,5.0,3.0
San Huberto 2011 Chardonnay (Argentina),9,4.0,3.0,5.0,5.0,4.0,5.0
Belharra 2015 Las Madres Vineyards Syrah (Carneros),38,3.0,3.0,5.0,4.0,3.0,3.0
Paolo Scavino 2012 Nebbiolo (Langhe),26,5.0,5.0,5.0,5.0,4.0,3.0
Pride Mountain 2012 Cabernet Sauvignon (Napa County-Sonoma County),70,5.0,3.0,5.0,3.0,4.0,5.0
St. Innocent 2015 Justice Vineyard Pinot Noir (Eola-Amity Hills),55,1.0,5.0,3.0,3.0,3.0,1.0
Red Rock 2014 Reserve Merlot (California),14,3.0,3.0,5.0,3.0,5.0,3.0
Justin 2011 Chardonnay (Central Coast),19,3.0,3.0,5.0,5.0,2.0,1.0
Aveleda 2007 Alvarinho (Vinho Verde),13,3.0,3.0,3.0,5.0,3.0,3.0
Ferrando 2010 Black Label  (Carema),90,3.0,5.0,5.0,5.0,5.0,3.0
Ch창teau Clerc Milon 2008  Pauillac,,3.0,3.0,5.0,5.0,5.0,2.0
St. Urbans-Hof 2013 Piesporter Goldtr철pfchen Kabinett Erste Lage Riesling (Mosel),25,5.0,3.0,5.0,5.0,3.0,3.0
Phillips Hill 2013 Oppenlander Vineyard Pinot Noir (Mendocino),48,3.0,3.0,3.0,3.0,4.0,3.0
Gary Farrell 2014 Russian River Selection Chardonnay (Russian River Valley),35,3.0,3.0,5.0,5.0,3.0,3.0
Lapostolle 2007 Cuv챕e Alexandre Las Kuras Vineyard Syrah (Cachapoal Valley),24,5.0,5.0,5.0,3.0,3.0,3.0
Region 1 2010 Malbec (Mendoza),8,3.0,4.0,5.0,3.0,1.0,1.0
Delaforce NV His Eminence's Choice 10-Years-Old Tawny  (Port),30,3.0,3.0,5.0,5.0,4.0,3.0
Concannon 2015 Reserve Assemblage Blanc White (Livermore Valley),26,3.0,3.0,5.0,3.0,3.0,1.0
Au Pied du Mont Chauve 2013 Les Chenevottes Premier Cru  (Chassagne-Montrachet),75,3.0,3.0,5.0,5.0,4.0,3.0
Ste. Chapelle 1999 Chardonnay (Idaho),10,3.0,3.0,5.0,5.0,2.0,1.0
Bacalh척a Wines of Portugal 2010 JP Azeit찾o Tinto Red (Setubal),9,3.0,5.0,5.0,3.0,2.0,5.0
Concha y Toro 2013 Casillero del Diablo Reserva Pinot Noir (Chile),11,3.0,3.0,5.0,5.0,4.0,3.0
Uptick Vineyards 2014 Hilda's Ros챕 (Russian River Valley),22,3.0,3.0,5.0,5.0,3.0,1.0
Georges Duboeuf 2009 Ch창teau des Bachelards  (Fleurie),,3.0,5.0,5.0,3.0,3.0,3.0
Hidden Ridge 2006 55% Slope Cabernet Sauvignon (Sonoma County),40,5.0,4.0,5.0,3.0,5.0,3.0
Primosic 2008 Murno Pinot Grigio (Collio),18,3.0,3.0,5.0,4.0,2.0,2.0
Amity 2006 Wedding Dance Riesling (Willamette Valley),20,5.0,3.0,5.0,5.0,3.0,3.0
Barton & Guestier 2005 Thomas Barton R챕serve  (Sauternes),,5.0,3.0,4.0,4.0,3.0,1.0
Mounts 2010 Estate Grown Malbec (Dry Creek Valley),35,5.0,5.0,4.0,3.0,3.0,1.0
Poggio Rubino 2006 Riserva  (Brunello di Montalcino),,4.0,3.0,5.0,5.0,4.0,3.0
Mari 2011 Cabernet Franc (Old Mission Peninsula),29,3.0,5.0,5.0,3.0,4.0,3.0
Jason-Stephens 2012 Estate Reserve Chardonnay (Santa Clara Valley),30,3.0,3.0,3.0,3.0,3.0,3.0
Silver Thread 2014 Semi Dry Riesling (Finger Lakes),18,4.0,3.0,5.0,5.0,3.0,2.0
Kirkland Signature 2012  Bordeaux Sup챕rieur,7,3.0,3.0,5.0,3.0,4.0,1.0
Ch창teau Miraval 2015 Ros챕 (C척tes de Provence),26,3.0,3.0,5.0,5.0,4.0,3.0
Le Cadeau 2009 Rocheux Pinot Noir (Chehalem Mountains),48,1.0,5.0,5.0,3.0,3.0,3.0
M체ller-Grossmann 2015 Steinb체hel Reserve Riesling (Kremstal),33,4.0,3.0,5.0,5.0,3.0,3.0
Trinitas 2010 Proprietors Reserve Chardonnay (Carneros),40,3.0,3.0,5.0,5.0,3.0,3.0
Avelina 2012 Pinot Grigio (Santa Barbara County),18,4.0,3.0,5.0,5.0,3.0,3.0
Sch채fer-Fr철hlich 2007 Bockenauer Felseneck Sp채tlese Riesling (Nahe),41,3.0,3.0,5.0,5.0,4.0,3.0
Santa Alicia 2006 Reserve Carmen챔re (Maipo Valley),9,5.0,3.0,5.0,3.0,4.0,5.0
MacPhail 2015 Mardikian Estate Pinot Noir (Sonoma Coast),85,3.0,3.0,3.0,5.0,3.0,3.0
Sbragia 2006 Gamble Ranch Chardonnay (Napa Valley),40,4.0,3.0,4.0,4.0,4.0,3.0
Corte Moschina 2011 36m Metodo Classico  (Lessini Durello),21,3.0,3.0,5.0,5.0,2.0,5.0
Center of Effort 2008 Pinot Noir (Edna Valley),40,3.0,3.0,5.0,5.0,4.0,3.0
Domaine Vico 2010 Collection White (Corse),,4.0,3.0,5.0,5.0,5.0,3.0
Schloss Sch철nborn 2004 Hattenheim Pfaffenberg Sp채tlese Riesling (Rheingau),45,3.0,3.0,5.0,3.0,5.0,3.0
Ca' del Bosco 2010 Vintage Collection Dosage Zero Pinot Nero (Franciacorta),75,3.0,3.0,5.0,5.0,2.0,5.0
Pietrafitta NV Campidonne Sangiovese (Toscana),,5.0,3.0,5.0,3.0,3.0,5.0
Dutton-Goldfield 2012 Fox Den Vineyard Pinot Noir (Green Valley),58,3.0,3.0,5.0,3.0,4.0,5.0
Corliss Estates 2010 Red (Columbia Valley (WA)),75,3.0,5.0,5.0,3.0,5.0,3.0
La Vis 2014 Simboli Pinot Grigio (Trentino),15,3.0,3.0,5.0,5.0,2.0,3.0
Thorin 2014 Nouveau  (Beaujolais),12,3.0,3.0,5.0,5.0,2.0,3.0
Gary Farrell 2015 Rochioli Vineyard Pinot Noir (Russian River Valley),75,3.0,3.0,5.0,4.0,5.0,3.0
Antichi Vinai 1877 2011 Koin챔  (Etna),40,4.0,5.0,5.0,3.0,3.0,3.0
Markowitsch 2011 Blaufr채nkisch (Carnuntum),,3.0,3.0,5.0,5.0,4.0,3.0
Fritsch 2012 Mordthal Gr체ner Veltliner (Wagram-Donauland),,3.0,3.0,5.0,5.0,2.0,3.0
Marquis de Goulaine NV Brut Sparkling (Cr챕mant de Loire),20,3.0,3.0,5.0,5.0,3.0,3.0
Principiano Ferdinando 2006 Ravera  (Barolo),65,3.0,5.0,5.0,3.0,3.0,3.0
Whalebone 2013 Cabernet Sauvignon (Paso Robles),36,4.0,3.0,5.0,5.0,4.0,5.0
Black Stallion 2011 Transcendent Cabernet Sauvignon (Napa Valley),150,5.0,4.0,5.0,3.0,4.0,3.0
Bodegas Alejandro Fernandez 2009 Tinto Pesquera  (Ribera del Duero),36,3.0,3.0,5.0,3.0,3.0,3.0
Baker & Brain 2010 Pinot Noir (Central Coast),30,5.0,3.0,5.0,5.0,3.0,3.0
Everhart Cellars 2014 Estate Grown Happy Zinfandel (El Dorado),25,5.0,3.0,5.0,3.0,3.0,3.0
Chateau Ste. Michelle 2014 Mimi Chardonnay (Horse Heaven Hills),20,4.0,3.0,4.0,4.0,3.0,3.0
Northwest Totem Cellars 2006 QO-NE Red Red (Columbia Valley (WA)),30,5.0,3.0,5.0,3.0,2.0,3.0
Louis Latour 2011 Clos Saint-D챕sir챕  (Beaune),40,3.0,3.0,5.0,3.0,4.0,5.0
Villa Monteleone 2010 Campo San Vito  (Valpolicella Classico Superiore Ripasso),20,3.0,3.0,5.0,3.0,3.0,5.0
Quinta do Sagrado 2015 Sagrado Ros챕 (Douro),,3.0,3.0,5.0,5.0,2.0,3.0
Mas de Daumas Gassac 2005 Red (Vin de Pays de la Haute Vall챕e du Gassac),40,3.0,5.0,3.0,3.0,5.0,3.0
Lamoreaux Landing 2015 Dry Riesling (Finger Lakes),15,3.0,3.0,5.0,5.0,4.0,3.0
Wines & Winemakers 2010 Companhia das Lez챠rias Samora Red (Tejo),,4.0,5.0,5.0,3.0,3.0,1.0
Lion-Gri 2011 Saperavi (Moldova),13,5.0,3.0,3.0,3.0,5.0,3.0
Husch 2006 Gew체rztraminer (Anderson Valley),14,4.0,3.0,5.0,5.0,4.0,1.0
Bottega NV Il Vino dei Poeti Gold Brut Glera (Veneto),,3.0,3.0,3.0,3.0,1.0,3.0
Michel Torino 2009 Cuma Malbec (Cafayate),13,5.0,3.0,5.0,3.0,3.0,3.0
Quintay 2010 Clava Coastal Reserve Syrah (Casablanca Valley),15,5.0,4.0,5.0,3.0,4.0,3.0
F X Pichler 2012 Loibner Loibenberg Smaragd Riesling (Wachau),,3.0,3.0,5.0,4.0,3.0,2.0
Mureda 2014 Organic Sauvignon Blanc (Vino de la Tierra de Castilla),10,3.0,3.0,3.0,3.0,3.0,3.0
La Posta 2009 Angel Paulucci Vineyard Malbec (Mendoza),18,5.0,3.0,5.0,3.0,5.0,3.0
Siduri 2012 Muirfield Vineyard Pinot Noir (Willamette Valley),42,3.0,3.0,5.0,4.0,2.0,3.0
Trocard 2016  Bordeaux Blanc,15,3.0,3.0,5.0,5.0,3.0,3.0
Domaine Alban Roblin 2014  Sancerre,25,3.0,3.0,5.0,5.0,3.0,3.0
Vin Vault NV Cabernet Sauvignon (California),20,5.0,5.0,5.0,3.0,3.0,3.0
Heredad Ugarte 2011 Cincuenta  (Rioja),17,3.0,3.0,5.0,5.0,4.0,1.0
Grafen Neipperg 2011 Trocken Sp채tburgunder (W체rttemberg),26,3.0,5.0,5.0,5.0,1.0,3.0
oops 2008 Cabernet Franc Carmen챔re Red (Central Valley),11,3.0,5.0,5.0,3.0,3.0,3.0
Pierre Sparr 2012 One White (Alsace),,3.0,3.0,5.0,5.0,4.0,2.0
Fielding Hills 2009 RiverBend Vineyard Cabernet Franc (Wahluke Slope),30,3.0,3.0,5.0,5.0,3.0,3.0
Reustle 2011 Prayer Rock Vineyards Engedi & Onyx Bloc Riesling (Umpqua Valley),21,3.0,3.0,5.0,5.0,3.0,1.0
Sinor-LaVallee 2013 Pinot Noir (San Luis Obispo County),30,3.0,3.0,5.0,4.0,3.0,3.0
Ken Brown 2014 Pinot Noir (Santa Barbara County),35,3.0,3.0,5.0,5.0,3.0,3.0
Clif Family 2006 The Climber Red (California),17,4.0,3.0,5.0,3.0,2.0,5.0
Aldo Conterno 2012 Bussia Cicala  (Barolo),100,4.0,5.0,5.0,4.0,5.0,3.0
Borgo San Daniele 2013 Malvasia (Friuli Isonzo),32,1.0,5.0,5.0,5.0,3.0,3.0
E16 2014 Bacigalupi Vineyard Chardonnay (Russian River Valley),44,5.0,3.0,5.0,4.0,3.0,5.0
Batzella 2012 Digi횪 Red (Toscana),18,3.0,5.0,5.0,3.0,4.0,3.0
Jean-Luc and Paul Aegerter 2012 Vieilles Vignes  (Savigny-l챔s-Beaune),52,3.0,3.0,4.0,5.0,5.0,3.0
Pascal Bouchard 2010 Beauroy Premier Cru  (Chablis),,3.0,3.0,3.0,4.0,4.0,3.0
Terre di Talamo 2011 Piano... Piano Ros챕 (Toscana),15,3.0,3.0,5.0,5.0,5.0,3.0
Trisaetum 2013 Wichmann Dundee Estate Dry Riesling (Dundee Hills),24,3.0,3.0,5.0,3.0,3.0,3.0
Yangarra Estate Vineyard 2007 Shiraz (McLaren Vale),25,3.0,5.0,5.0,4.0,2.0,3.0
Rutherford Grove 2008 Pestoni Family Estate Cabernet Sauvignon (Rutherford),45,5.0,5.0,5.0,3.0,3.0,3.0
Br체ndlmayer 2014 Alte Reben Reserve Gr체ner Veltliner (Kamptal),49,3.0,3.0,5.0,5.0,2.0,5.0
J. Rickards 2010 1908 Brignole Vineyard Old Vine Zinfandel (Alexander Valley),25,5.0,4.0,5.0,4.0,4.0,1.0
Keating 2008 Beckstoffer Georges III Cabernet Sauvignon (Rutherford),95,5.0,5.0,5.0,3.0,3.0,5.0
Lange 2009 Three Hills Cuv챕e Chardonnay (Willamette Valley),30,3.0,3.0,5.0,3.0,2.0,3.0
Jip Jip Rocks NV Sparkling Cuv챕e Sparkling (Padthaway),17,3.0,3.0,5.0,5.0,3.0,5.0
J. Dumangin Fils NV Cuv챕e Firmin Brut Nature Chardonnay (Champagne),120,3.0,3.0,3.0,5.0,4.0,2.0
Vi챰a Chocalan 2011 Selecci처n Sauvignon Blanc (Maipo Valley),12,3.0,3.0,5.0,5.0,3.0,3.0
Tablas Creek 2013 Esprit de Tablas Estate Grown & Bottled Mourv챔dre-Syrah--Grenache-Counoise Red (Paso Robles),55,3.0,3.0,5.0,3.0,3.0,3.0
Upper Five 2014 Oso Grande Red (Rogue Valley),32,5.0,3.0,5.0,5.0,3.0,3.0
Artesa 2006 Pinot Noir (Carneros),25,3.0,3.0,5.0,3.0,4.0,3.0
Jean-Luc and Paul Aegerter 2016 Petit Vallons  (M창con-Villages),16,3.0,3.0,3.0,5.0,3.0,3.0
Cosa Obra 2009 Proprietor's Blend Red (Sonoma County),40,4.0,3.0,5.0,3.0,4.0,5.0
Ma챌anita Vinhos 2013 Tinto Red (Douro),20,3.0,3.0,5.0,5.0,5.0,2.0
Bodegas Medina 2005 Jaloco Red (Extremadura),30,3.0,3.0,3.0,3.0,4.0,3.0
Ruhlmann NV Brut Sparkling (Cr챕mant d'Alsace),21,3.0,3.0,5.0,5.0,3.0,4.0
Waters 2016 Patina Vineyard Ros챕 (Walla Walla Valley (WA)),22,3.0,3.0,5.0,5.0,3.0,3.0
Audrey et Christine Binner 2004 Schlossberg Grand Cru Riesling (Alsace),,5.0,3.0,4.0,5.0,4.0,3.0
Love & Squalor 2013 Pinot Noir (Willamette Valley),28,5.0,3.0,5.0,5.0,3.0,3.0
Terredora 2009  Fiano di Avellino,,3.0,3.0,5.0,4.0,3.0,2.0
Fran챌ois Lurton 2013 Hacienda Araucano Carmen챔re (Colchagua Valley),11,1.0,5.0,5.0,3.0,3.0,3.0
MacPhail 2012 The Flyer Pinot Noir (Russian River Valley),59,3.0,3.0,5.0,3.0,5.0,3.0
King Estate 2012 Backbone Pinot Gris (Oregon),24,3.0,3.0,5.0,5.0,2.0,3.0
Ch창teau Venus 2014  Graves,25,3.0,3.0,5.0,5.0,3.0,1.0
Argiano 2010 Suolo Sangiovese (Toscana),164,1.0,5.0,3.0,5.0,5.0,2.0
Tercero 2016 Aberration Cabernet Franc (Santa Barbara County),35,3.0,3.0,5.0,3.0,3.0,3.0
Aljibes 2012 Vi챰a Aljibes Cabernet  Sauvignon-Syrah-Cabernet Franc-Tempranillo Red (Vino de la Tierra de Castilla),20,3.0,3.0,5.0,3.0,4.0,5.0
Hunt Cellars 2010 Unforgettable Destiny Vineyards Merlot (Paso Robles),45,1.0,5.0,5.0,5.0,4.0,5.0
Kyra 2011 Garnet Red (Wahluke Slope),15,3.0,5.0,3.0,3.0,5.0,3.0
Domaine Zind-Humbrecht 2009 Herrenweg de Turckheim Vieilles Vignes Gewurztraminer (Alsace),55,5.0,3.0,5.0,5.0,2.0,3.0
Sheldrake Point 2016 Estate Bottled Dry Ros챕 (Finger Lakes),18,4.0,3.0,5.0,5.0,3.0,3.0
